service_id,vehicle_id,customer_id,service_date,service_type,service_cost,dealer_id,satisfaction_score
12584,11,4478,19-01-2026,Brake Service,25011,5,4
12585,1,240,25-05-2024,Wheel Alignment,3079,1,1
12586,9,1826,16-10-2024,Brake Service,21886,9,2
12587,12,2935,11-11-2024,Wheel Alignment,19456,34,5
12588,1,922,07-02-2025,Brake Service,9800,1,3
12589,1,4993,14-04-2025,Wheel Alignment,7286,20,4
12590,2,4335,21-05-2024,Engine Repair,8902,8,5
12591,6,2396,28-04-2026,Brake Service,38774,14,3
12592,12,1224,31-03-2024,Brake Service,35004,1,4
12593,11,4768,11-12-2024,Oil Change,43851,16,5
12594,5,3612,10-09-2023,Oil Change,4666,35,1
12595,6,3660,23-02-2026,Brake Service,42350,23,2
12596,3,2665,18-08-2023,General Service,33919,6,1
12597,10,1943,01-09-2024,General Service,24447,25,5
12598,8,4388,19-08-2023,Brake Service,6791,40,4
12599,8,674,29-12-2023,Brake Service,27264,21,1
12600,6,276,02-06-2024,Brake Service,7401,27,2
12601,2,4668,20-09-2023,Brake Service,24390,1,1
12602,5,3806,23-02-2024,Wheel Alignment,34153,32,3
12603,6,2491,09-07-2025,Oil Change,18549,9,2
12604,6,3850,09-11-2025,General Service,28635,40,2
12605,9,4686,03-03-2024,Engine Repair,28785,24,2
12606,11,511,24-06-2024,Wheel Alignment,29173,14,2
12607,5,3768,12-03-2024,Oil Change,23477,32,3
12608,2,1840,12-05-2024,General Service,16106,11,1
12609,10,901,04-12-2025,Wheel Alignment,36221,31,4
12610,11,4756,19-02-2025,Engine Repair,2718,28,5
12611,8,4275,10-09-2023,General Service,4728,26,5
12612,5,3437,02-05-2025,Battery Replacement,20686,4,4
12613,11,3278,01-10-2024,Battery Replacement,2718,6,5
12614,3,2743,04-06-2023,Oil Change,19320,10,1
12615,8,3117,18-09-2023,General Service,44280,40,4
12616,10,3120,25-05-2025,Brake Service,8517,30,5
12617,6,2103,10-03-2024,General Service,36839,17,4
12618,9,741,04-01-2025,Battery Replacement,36585,38,2
12619,9,2431,03-04-2025,Brake Service,16813,4,4
12620,6,1998,07-10-2024,Brake Service,34078,39,5
12621,2,1591,04-02-2025,General Service,37813,16,1
12622,10,4000,16-10-2024,Battery Replacement,39396,12,4
12623,9,930,27-11-2024,Brake Service,23010,9,5
12624,9,3462,12-06-2023,Wheel Alignment,2837,12,3
12625,1,4776,04-02-2024,Engine Repair,35041,29,2
12626,7,2950,16-03-2025,Battery Replacement,38079,8,1
12627,2,160,19-04-2025,Brake Service,12830,34,1
12628,7,317,23-11-2023,Oil Change,44213,8,2
12629,12,4440,05-02-2026,General Service,4192,40,4
12630,8,1380,02-09-2023,Engine Repair,32215,26,3
12631,9,3709,19-12-2023,Brake Service,22991,12,1
12632,11,755,30-11-2025,Brake Service,44865,21,2
12633,5,2295,10-07-2025,Engine Repair,36175,19,4
12634,2,4148,24-12-2024,General Service,28697,33,2
12635,4,1865,17-01-2024,General Service,7061,11,3
12636,2,4893,20-09-2024,Oil Change,16123,12,4
12637,1,1818,15-11-2025,Oil Change,38357,32,5
12638,10,2662,15-12-2023,Battery Replacement,15014,31,3
12639,10,1647,20-01-2024,Brake Service,42364,27,4
12640,4,3486,16-09-2024,General Service,34009,37,3
12641,11,4495,20-09-2023,Battery Replacement,26788,8,5
12642,4,1014,18-06-2024,Wheel Alignment,34898,7,2
12643,8,223,10-02-2025,Wheel Alignment,25380,28,4
12644,7,4916,08-10-2023,Battery Replacement,2878,39,4
12645,6,148,31-08-2025,Wheel Alignment,11479,10,5
12646,1,2944,07-12-2024,Brake Service,42900,22,4
12647,3,4488,14-08-2023,Engine Repair,7427,28,1
12648,12,2446,23-09-2024,General Service,3742,32,4
12649,7,2384,05-07-2023,Brake Service,38913,27,4
12650,9,1697,20-02-2026,Wheel Alignment,31795,37,3
12651,12,826,27-04-2025,General Service,14348,31,4
12652,6,1103,21-08-2023,Oil Change,10482,40,3
12653,4,1931,28-08-2024,General Service,19914,23,1
12654,9,899,26-11-2024,Oil Change,9846,5,1
12655,2,1629,24-05-2024,Oil Change,34343,16,5
12656,9,1399,12-10-2023,General Service,5267,37,4
12657,4,1796,21-03-2024,Battery Replacement,26150,28,4
12658,1,4692,23-03-2025,Engine Repair,30663,5,2
12659,3,2948,31-05-2025,Oil Change,31259,3,2
12660,1,2985,09-01-2024,Battery Replacement,23480,40,1
12661,5,440,19-09-2025,General Service,9724,9,3
12662,7,4778,13-03-2024,Engine Repair,43323,9,1
12663,1,4971,15-03-2026,Engine Repair,22982,25,3
12664,11,4195,14-10-2023,Wheel Alignment,18062,36,2
12665,4,1249,21-07-2025,Engine Repair,11070,16,5
12666,6,1595,12-07-2024,Wheel Alignment,26227,5,2
12667,5,1995,16-06-2023,Oil Change,13295,38,2
12668,10,2010,07-04-2024,General Service,16713,5,3
12669,4,322,23-09-2024,General Service,15585,15,3
12670,6,2596,28-04-2026,Engine Repair,12236,35,5
12671,10,3251,28-05-2024,Wheel Alignment,10006,7,2
12672,5,2215,09-12-2025,Battery Replacement,36041,35,4
12673,11,1603,02-08-2025,Brake Service,37728,39,2
12674,3,214,16-05-2024,Brake Service,15416,13,5
12675,2,545,30-11-2023,General Service,19559,33,5
12676,6,398,10-07-2023,Battery Replacement,17750,37,5
12677,8,4708,30-08-2023,Battery Replacement,21389,6,3
12678,1,4527,05-11-2023,Engine Repair,26251,39,4
12679,2,424,22-05-2025,Oil Change,14235,18,3
12680,2,4087,04-06-2025,Brake Service,4715,15,2
12681,1,99,18-09-2023,Wheel Alignment,43901,21,3
12682,1,2348,21-07-2025,Battery Replacement,11074,29,5
12683,7,2065,28-02-2025,Battery Replacement,19931,35,3
12684,6,766,01-04-2025,Engine Repair,15180,18,5
12685,12,578,05-08-2023,Brake Service,13031,15,1
12686,8,3194,02-10-2025,Oil Change,3657,13,3
12687,4,230,24-03-2025,General Service,15978,26,3
12688,8,3977,09-03-2026,Oil Change,8030,25,3
12689,8,479,11-07-2025,Engine Repair,16711,15,4
12690,6,1217,22-06-2023,Engine Repair,12756,2,5
12691,11,4031,28-11-2023,Wheel Alignment,32108,3,1
12692,4,1118,04-03-2024,General Service,31183,32,4
12693,3,4411,14-02-2026,Engine Repair,5150,21,4
12694,1,3099,28-04-2024,Battery Replacement,39451,31,1
12695,5,4372,27-07-2023,Brake Service,32696,30,2
12696,10,963,07-07-2024,Oil Change,33461,3,3
12697,12,440,24-03-2024,Battery Replacement,26286,38,4
12698,7,1700,09-01-2026,Wheel Alignment,31108,35,4
12699,5,39,23-04-2025,General Service,30549,7,5
12700,7,3629,03-05-2026,Battery Replacement,38509,22,3
12701,8,4602,22-12-2025,Brake Service,13126,8,1
12702,10,2934,17-07-2023,Brake Service,15475,24,5
12703,3,2209,23-02-2026,Oil Change,4306,11,5
12704,10,1284,13-09-2024,Oil Change,16342,34,2
12705,3,1932,25-09-2024,Oil Change,28392,2,4
12706,11,2334,23-01-2025,Oil Change,15955,17,1
12707,6,4632,19-02-2026,General Service,41393,30,4
12708,3,3612,27-09-2024,Oil Change,37258,13,1
12709,1,4979,04-10-2025,Battery Replacement,8152,29,5
12710,1,1565,07-05-2026,Wheel Alignment,27294,21,1
12711,12,4102,12-07-2024,Wheel Alignment,19036,37,1
12712,10,3149,26-04-2026,General Service,41108,16,2
12713,9,697,23-02-2024,Brake Service,12336,39,2
12714,9,2925,26-03-2025,General Service,33790,16,5
12715,12,1292,13-04-2026,Wheel Alignment,26609,15,3
12716,10,308,01-04-2025,General Service,3104,16,4
12717,4,2423,26-02-2024,Wheel Alignment,6772,5,3
12718,4,3143,02-09-2023,Oil Change,2475,8,3
12719,10,3966,29-06-2025,Oil Change,11053,21,5
12720,11,3483,13-01-2025,General Service,39006,27,1
12721,2,324,08-08-2024,General Service,16451,20,1
12722,10,441,22-11-2024,Oil Change,21752,37,4
12723,10,1927,08-08-2025,Wheel Alignment,22905,11,1
12724,9,2655,26-08-2024,Wheel Alignment,18161,29,5
12725,4,3831,01-11-2023,General Service,10256,3,4
12726,3,3194,29-11-2023,Oil Change,3481,1,3
12727,2,40,27-11-2023,Battery Replacement,44546,6,1
12728,12,4849,26-10-2025,General Service,10598,35,2
12729,9,1743,09-10-2023,Engine Repair,26463,39,2
12730,2,4698,09-06-2023,Wheel Alignment,5366,8,5
12731,11,2608,07-02-2026,Brake Service,18239,37,2
12732,8,687,26-09-2023,Battery Replacement,8202,2,5
12733,5,1045,17-05-2026,Engine Repair,35197,19,4
12734,4,4446,30-11-2023,Engine Repair,5274,28,3
12735,9,3972,24-06-2023,Oil Change,33173,13,2
12736,1,13,29-06-2024,Wheel Alignment,20620,34,4
12737,8,2754,26-07-2024,Engine Repair,35363,13,3
12738,2,275,26-11-2025,Wheel Alignment,12900,26,1
12739,7,783,05-08-2025,General Service,18880,21,3
12740,10,3111,08-10-2025,Engine Repair,9815,29,3
12741,10,4069,27-04-2024,General Service,25952,8,1
12742,5,3727,17-04-2024,General Service,25969,36,4
12743,9,4320,13-12-2024,Oil Change,15981,25,4
12744,1,523,23-04-2024,General Service,25224,34,2
12745,4,4203,21-12-2024,Engine Repair,7416,14,4
12746,1,2353,11-02-2026,Engine Repair,42842,4,3
12747,2,1541,17-11-2023,Battery Replacement,24219,15,3
12748,1,3737,12-07-2024,Engine Repair,32514,5,2
12749,7,3978,05-03-2025,Wheel Alignment,36075,26,4
12750,8,3127,15-07-2023,Brake Service,33673,14,2
12751,11,1937,05-03-2025,Battery Replacement,33190,32,4
12752,3,3736,14-11-2023,Oil Change,17061,5,4
12753,7,2326,31-12-2025,Battery Replacement,43426,1,4
12754,7,891,30-09-2023,Oil Change,41205,36,3
12755,4,3711,06-09-2024,General Service,13761,13,3
12756,11,3908,24-07-2025,Engine Repair,25695,26,2
12757,1,3658,22-11-2023,Battery Replacement,30064,27,2
12758,3,986,15-06-2025,Wheel Alignment,20495,36,1
12759,9,3727,03-02-2024,Brake Service,37244,21,3
12760,2,3587,01-07-2025,Wheel Alignment,39912,38,4
12761,3,513,15-07-2023,Oil Change,35308,21,4
12762,1,1817,16-01-2026,Battery Replacement,36680,40,1
12763,11,1457,16-03-2024,Wheel Alignment,8509,36,3
12764,11,2808,11-04-2024,Oil Change,41184,25,3
12765,6,2982,18-09-2024,Wheel Alignment,10948,15,2
12766,4,3329,27-07-2024,Battery Replacement,33624,23,3
12767,5,2218,03-06-2024,Engine Repair,6905,26,1
12768,6,2687,13-05-2025,Brake Service,33167,7,3
12769,11,1307,05-07-2023,Brake Service,11310,4,5
12770,12,1169,23-04-2025,Battery Replacement,22653,5,4
12771,2,2040,11-01-2024,Engine Repair,7847,5,2
12772,10,3108,11-05-2025,Engine Repair,40031,20,4
12773,10,3660,13-01-2024,Wheel Alignment,12498,12,1
12774,3,1483,30-11-2024,Wheel Alignment,26455,34,4
12775,9,4315,24-02-2026,Oil Change,43296,4,3
12776,5,4979,25-09-2024,Engine Repair,16335,12,4
12777,8,1754,01-06-2023,Brake Service,24826,5,2
12778,3,2242,05-08-2023,Battery Replacement,31490,10,4
12779,11,957,19-03-2024,Brake Service,43290,34,3
12780,12,4596,31-10-2023,Wheel Alignment,25413,35,2
12781,2,3457,07-10-2023,Wheel Alignment,41879,25,4
12782,6,81,10-07-2024,Brake Service,30766,28,2
12783,11,855,06-03-2025,Wheel Alignment,42258,32,4
12784,2,4927,15-08-2024,General Service,39944,30,2
12785,8,658,14-09-2024,Engine Repair,41082,18,3
12786,2,2718,09-01-2026,Battery Replacement,34958,37,1
12787,10,2338,24-12-2024,Brake Service,43362,40,1
12788,1,2088,14-10-2025,Oil Change,32130,37,4
12789,3,2939,20-04-2025,Engine Repair,5132,27,1
12790,5,3637,19-09-2024,Oil Change,28892,35,1
12791,11,443,03-04-2024,Brake Service,15351,13,1
12792,10,1715,02-05-2024,Battery Replacement,43752,35,2
12793,3,2343,09-03-2025,General Service,43623,17,4
12794,4,4924,16-09-2024,Brake Service,21321,19,4
12795,12,4502,18-04-2025,Wheel Alignment,24026,15,3
12796,6,3330,13-12-2024,Engine Repair,32154,14,1
12797,6,4526,09-12-2025,Battery Replacement,41547,18,4
12798,6,2864,08-01-2025,Battery Replacement,31188,13,2
12799,7,4060,20-03-2024,Oil Change,11164,16,4
12800,3,1395,27-03-2024,Battery Replacement,4848,9,1
12801,11,1043,05-02-2026,Engine Repair,41966,2,3
12802,1,981,30-05-2023,Wheel Alignment,17828,8,2
12803,8,1131,20-11-2025,Wheel Alignment,23020,18,1
12804,12,804,12-09-2025,Engine Repair,43572,4,3
12805,9,3084,23-03-2025,Engine Repair,8890,36,3
12806,6,2115,17-06-2024,Oil Change,31336,23,1
12807,10,1148,08-11-2025,Wheel Alignment,9513,31,1
12808,1,120,21-12-2023,Battery Replacement,10242,1,1
12809,8,3644,15-06-2024,Wheel Alignment,25629,30,4
12810,3,4034,21-03-2025,Engine Repair,32670,5,2
12811,9,4577,12-11-2023,Engine Repair,15215,13,3
12812,12,3687,15-02-2025,Battery Replacement,23621,30,2
12813,1,2793,10-09-2024,Engine Repair,3508,21,3
12814,4,166,26-08-2025,Oil Change,2017,20,3
12815,8,3487,31-01-2024,Battery Replacement,39611,5,5
12816,9,4089,31-10-2023,Oil Change,9431,19,3
12817,12,4892,10-08-2025,Battery Replacement,28796,16,5
12818,12,4321,17-12-2025,Wheel Alignment,35078,31,5
12819,3,4989,09-06-2024,Battery Replacement,41702,18,4
12820,7,3607,07-09-2023,Oil Change,34412,15,1
12821,7,262,28-06-2025,Battery Replacement,19967,29,4
12822,9,2723,10-01-2025,General Service,5518,23,2
12823,8,832,28-12-2024,Battery Replacement,19421,33,3
12824,12,541,12-04-2025,Engine Repair,25886,37,5
12825,5,3766,02-04-2024,General Service,19018,32,4
12826,4,1433,18-08-2024,General Service,18140,8,5
12827,4,4980,16-11-2025,Wheel Alignment,40709,11,2
12828,2,2786,13-10-2025,Engine Repair,28268,29,4
12829,8,1317,07-07-2024,Brake Service,36937,22,5
12830,10,512,16-10-2023,Wheel Alignment,3629,1,1
12831,6,4553,23-09-2025,Oil Change,30165,10,2
12832,1,3253,27-01-2024,General Service,5537,13,4
12833,10,1149,17-03-2024,Oil Change,44158,28,1
12834,4,3474,05-03-2024,Brake Service,25210,16,5
12835,10,51,30-12-2024,Battery Replacement,21232,8,1
12836,7,2326,25-04-2026,Engine Repair,11289,22,3
12837,6,1456,12-02-2024,Engine Repair,26833,20,3
12838,2,4451,16-02-2025,Battery Replacement,34771,25,3
12839,3,391,11-12-2023,Oil Change,18869,6,1
12840,2,2748,05-06-2025,Oil Change,32772,11,1
12841,10,3344,02-07-2023,General Service,17217,23,3
12842,10,3471,30-03-2026,Oil Change,27120,19,2
12843,11,4272,14-11-2024,Engine Repair,21363,17,4
12844,10,1234,16-12-2023,Wheel Alignment,42903,3,5
12845,3,933,19-02-2026,Engine Repair,6063,13,4
12846,6,3235,06-02-2026,General Service,21224,20,5
12847,10,3362,15-07-2024,General Service,28961,34,5
12848,5,2334,22-02-2025,Brake Service,22591,24,1
12849,5,4765,13-03-2026,Oil Change,39892,25,3
12850,6,4571,19-01-2024,Engine Repair,9129,37,4
12851,10,1354,31-08-2025,Wheel Alignment,44860,5,1
12852,7,4417,24-04-2025,Engine Repair,19836,39,1
12853,8,701,07-06-2023,Engine Repair,5233,37,3
12854,8,2615,17-06-2024,Wheel Alignment,22602,9,1
12855,4,1312,21-09-2025,Engine Repair,22813,34,1
12856,12,2310,29-11-2024,Engine Repair,13474,26,2
12857,1,1066,30-11-2025,Brake Service,44303,1,4
12858,3,2018,21-05-2025,Brake Service,10338,27,3
12859,11,4566,08-05-2025,Engine Repair,36725,39,4
12860,2,1489,11-05-2026,Battery Replacement,9405,14,1
12861,3,4300,06-02-2025,General Service,20688,10,2
12862,5,2134,14-07-2023,Oil Change,38359,19,4
12863,11,4655,05-05-2026,General Service,31323,39,3
12864,1,1155,12-04-2025,Oil Change,16472,14,5
12865,7,46,10-07-2025,Oil Change,43650,6,3
12866,1,1674,21-12-2025,Engine Repair,12802,32,2
12867,10,3001,16-07-2024,Battery Replacement,17560,10,2
12868,9,1835,16-05-2026,Brake Service,28626,37,2
12869,12,2168,26-04-2026,Engine Repair,43458,2,1
12870,12,1598,02-04-2025,Engine Repair,9187,26,3
12871,4,1623,05-12-2023,Wheel Alignment,14502,1,2
12872,9,2193,27-01-2025,Wheel Alignment,39810,26,3
12873,8,2592,18-07-2024,General Service,30785,35,4
12874,2,2997,02-02-2024,Engine Repair,2198,7,3
12875,10,4461,21-01-2024,Oil Change,40050,19,3
12876,8,652,03-04-2026,Brake Service,20467,13,5
12877,2,1625,04-09-2025,Brake Service,14796,38,2
12878,6,431,07-11-2023,Brake Service,24850,28,5
12879,11,4686,21-06-2024,Battery Replacement,17713,12,3
12880,12,3817,11-06-2024,General Service,31457,4,3
12881,8,348,05-02-2024,Battery Replacement,5631,4,3
12882,9,1211,23-01-2025,Engine Repair,25439,24,1
12883,6,229,15-04-2026,Battery Replacement,22804,32,3
12884,4,3847,24-10-2025,Battery Replacement,41009,30,4
12885,4,1530,15-12-2023,Engine Repair,15890,9,3
12886,5,2168,24-06-2023,Engine Repair,24336,37,4
12887,9,1098,10-06-2024,Brake Service,6719,6,5
12888,7,3419,27-11-2025,Oil Change,4611,5,4
12889,1,186,01-01-2025,Engine Repair,14134,26,1
12890,8,3280,03-10-2023,Engine Repair,14039,31,5
12891,2,2861,25-06-2025,Engine Repair,8222,6,3
12892,6,1916,21-10-2023,Brake Service,3193,3,2
12893,3,684,11-10-2025,Brake Service,19265,27,1
12894,4,3084,20-11-2024,Wheel Alignment,34996,28,3
12895,9,922,30-05-2023,Oil Change,12627,10,1
12896,1,3903,09-03-2024,Brake Service,33648,3,5
12897,4,4188,30-03-2025,Wheel Alignment,42266,13,3
12898,6,4654,12-02-2024,Oil Change,9873,4,3
12899,10,1075,18-09-2024,Battery Replacement,43003,12,2
12900,1,2708,25-11-2025,General Service,23857,4,2
12901,10,2434,11-03-2024,Brake Service,6024,4,1
12902,11,4629,11-10-2024,Wheel Alignment,3805,28,1
12903,8,720,04-01-2025,General Service,27429,28,1
12904,3,3777,16-12-2024,Brake Service,22443,24,1
12905,4,3308,30-07-2024,Oil Change,28546,15,3
12906,11,2931,16-03-2024,Battery Replacement,12180,5,5
12907,9,4618,13-12-2025,Oil Change,39218,10,4
12908,3,618,11-07-2025,General Service,4886,7,1
12909,12,3034,05-10-2023,Oil Change,18102,23,5
12910,8,3477,25-05-2023,Brake Service,33065,10,2
12911,9,4447,28-01-2024,Engine Repair,42445,2,3
12912,11,2967,19-11-2025,Battery Replacement,21111,38,1
12913,5,828,15-10-2024,Battery Replacement,2111,6,1
12914,10,50,05-12-2025,Wheel Alignment,12569,1,5
12915,7,3047,04-06-2024,Brake Service,33440,20,3
12916,1,1590,24-01-2025,General Service,4523,16,5
12917,2,2602,30-04-2024,Engine Repair,19055,8,2
12918,12,4473,01-01-2024,Engine Repair,4036,26,1
12919,10,788,19-10-2023,Battery Replacement,27234,39,5
12920,8,3201,05-04-2026,Wheel Alignment,14673,34,4
12921,12,2911,28-10-2024,Engine Repair,40953,14,1
12922,4,4886,02-06-2023,Brake Service,4448,33,4
12923,9,856,20-12-2025,Wheel Alignment,44457,40,4
12924,12,2662,15-12-2023,General Service,44845,39,2
12925,10,4723,26-07-2024,Engine Repair,22743,5,3
12926,4,3980,29-05-2025,Engine Repair,20816,12,4
12927,10,588,11-09-2024,Wheel Alignment,24980,39,2
12928,11,1266,27-07-2025,Wheel Alignment,15059,14,3
12929,2,872,28-01-2024,Oil Change,26732,24,1
12930,1,3322,04-10-2024,Brake Service,36793,7,4
12931,5,3045,22-01-2024,General Service,19708,11,3
12932,2,1644,03-07-2025,Brake Service,12367,1,4
12933,9,2526,08-11-2023,Battery Replacement,10083,29,3
12934,4,933,14-04-2026,Battery Replacement,41601,37,4
12935,12,2635,16-04-2024,Brake Service,31363,3,1
12936,4,3504,27-08-2025,Brake Service,35861,24,5
12937,2,781,06-10-2024,General Service,12159,34,1
12938,8,1880,01-09-2025,Oil Change,33778,37,2
12939,9,2265,17-02-2026,General Service,31539,30,4
12940,7,2958,11-09-2025,Engine Repair,44369,7,5
12941,6,370,11-02-2026,General Service,31542,25,2
12942,4,3102,15-01-2025,Engine Repair,14430,7,5
12943,11,4977,25-09-2024,Battery Replacement,24764,12,5
12944,1,4658,11-05-2025,Brake Service,16581,35,3
12945,4,3072,21-06-2025,General Service,22214,31,2
12946,3,4233,23-01-2024,Wheel Alignment,41146,22,4
12947,6,4300,11-11-2025,General Service,10464,13,4
12948,9,2783,10-12-2023,General Service,44769,29,4
12949,3,4321,11-02-2026,General Service,8110,20,5
12950,7,4372,13-08-2024,Battery Replacement,5526,39,3
12951,4,4068,18-05-2023,Battery Replacement,28891,18,2
12952,10,1103,29-05-2023,Oil Change,11311,10,1
12953,7,2820,11-01-2025,Engine Repair,15157,29,2
12954,11,2430,16-02-2025,Wheel Alignment,10038,35,4
12955,2,3621,23-08-2023,Engine Repair,7332,14,2
12956,9,3579,15-09-2024,Brake Service,33562,14,3
12957,2,3408,07-04-2024,General Service,15708,19,1
12958,11,4907,25-05-2024,Battery Replacement,40652,24,4
12959,8,3466,21-01-2026,Battery Replacement,41085,3,2
12960,2,1801,01-09-2024,Battery Replacement,44331,31,4
12961,9,941,01-02-2024,Battery Replacement,8837,20,1
12962,11,2731,09-10-2025,Battery Replacement,18573,36,4
12963,12,2243,04-01-2024,Wheel Alignment,4316,36,4
12964,7,4937,15-03-2026,Engine Repair,27371,33,2
12965,8,3086,07-02-2024,Brake Service,29735,15,3
12966,2,4078,29-12-2024,Battery Replacement,25639,7,1
12967,6,4525,17-01-2025,Engine Repair,36372,38,4
12968,4,2117,24-05-2025,Engine Repair,28541,34,3
12969,7,3684,03-04-2026,Wheel Alignment,37222,18,2
12970,12,4875,29-10-2025,Oil Change,36133,21,1
12971,7,398,19-09-2023,Engine Repair,13393,31,4
12972,3,2955,07-06-2025,Battery Replacement,15910,19,4
12973,8,1522,02-08-2023,Battery Replacement,41858,27,5
12974,2,1938,25-05-2023,General Service,2819,32,2
12975,7,15,01-03-2026,Battery Replacement,23327,3,5
12976,7,2784,04-08-2023,Battery Replacement,10426,7,2
12977,10,1633,05-02-2024,Wheel Alignment,44194,10,1
12978,8,2415,04-03-2024,General Service,27432,39,5
12979,8,2158,23-09-2024,Engine Repair,29842,37,4
12980,2,2194,03-02-2025,Wheel Alignment,30874,6,5
12981,11,1262,07-10-2025,Oil Change,38828,23,5
12982,5,1671,26-01-2024,Battery Replacement,14823,29,5
12983,4,788,24-03-2024,Wheel Alignment,10047,15,5
12984,11,2536,16-10-2024,General Service,27775,4,5
12985,6,4532,02-05-2024,General Service,16526,20,1
12986,6,2208,13-12-2025,Wheel Alignment,18868,16,4
12987,5,2532,13-09-2025,Wheel Alignment,42935,25,3
12988,1,3692,02-12-2024,Battery Replacement,9617,6,4
12989,5,2192,10-05-2026,Engine Repair,10601,7,5
12990,2,3260,12-04-2025,Engine Repair,42387,2,3
12991,7,1118,31-01-2024,Oil Change,39235,13,5
12992,5,3784,10-11-2025,Brake Service,6413,15,1
12993,7,1585,19-05-2023,Wheel Alignment,3700,4,5
12994,12,4511,04-01-2025,Battery Replacement,8216,9,4
12995,5,1030,09-05-2024,Wheel Alignment,12752,23,3
12996,3,3066,07-10-2024,Oil Change,11881,34,3
12997,1,4210,02-07-2025,Battery Replacement,26656,35,3
12998,4,3330,15-03-2024,Engine Repair,12641,9,2
12999,3,4419,25-10-2023,Wheel Alignment,44617,22,4
13000,8,118,18-08-2024,Engine Repair,23612,27,3
13001,1,4512,01-09-2024,Wheel Alignment,31312,31,1
13002,7,1409,31-03-2026,Battery Replacement,6568,21,3
13003,1,3763,21-02-2026,Engine Repair,29911,20,4
13004,7,4615,21-04-2024,Brake Service,17055,18,4
13005,9,1059,21-12-2024,Engine Repair,34141,10,5
13006,6,2041,10-08-2024,Battery Replacement,35915,34,3
13007,10,3575,25-05-2025,Oil Change,11142,29,4
13008,3,2316,04-06-2025,Battery Replacement,5420,16,2
13009,6,471,01-12-2025,Engine Repair,31133,34,2
13010,1,3922,02-03-2024,Engine Repair,5274,28,4
13011,6,3467,31-05-2025,Brake Service,15751,27,3
13012,6,1884,20-01-2024,General Service,21760,27,1
13013,4,517,19-06-2024,Battery Replacement,25532,32,3
13014,10,144,25-01-2025,Oil Change,30883,40,5
13015,3,3225,11-07-2025,Brake Service,37122,21,2
13016,1,2264,26-06-2023,Oil Change,42587,7,3
13017,12,1851,17-09-2025,Wheel Alignment,38673,39,5
13018,6,35,20-01-2024,Engine Repair,38243,17,4
13019,6,1882,30-10-2025,Engine Repair,20357,28,3
13020,10,393,17-04-2026,Battery Replacement,6289,31,3
13021,3,4226,20-12-2024,Oil Change,34211,11,3
13022,7,2590,30-12-2025,Wheel Alignment,5009,6,2
13023,12,4417,06-05-2026,Brake Service,37718,19,2
13024,4,3834,03-08-2024,Engine Repair,40736,29,1
13025,6,1183,24-08-2023,Wheel Alignment,4654,25,1
13026,2,1079,12-09-2024,Wheel Alignment,3771,5,3
13027,1,3353,02-09-2025,Wheel Alignment,10062,24,2
13028,10,4799,09-07-2024,General Service,21347,15,1
13029,9,1974,08-09-2024,Battery Replacement,28028,39,1
13030,7,4822,17-01-2024,Brake Service,34553,28,4
13031,6,2327,02-08-2024,Wheel Alignment,7432,27,5
13032,3,3588,11-05-2025,Battery Replacement,8251,19,1
13033,9,3390,11-08-2025,General Service,18183,36,4
13034,6,4376,12-04-2025,General Service,23621,20,1
13035,3,4206,12-05-2025,Oil Change,11593,29,5
13036,9,4748,09-08-2024,Oil Change,16919,22,1
13037,11,3110,02-06-2025,Battery Replacement,29332,30,1
13038,12,4863,28-02-2026,General Service,13897,3,4
13039,4,2901,21-06-2023,General Service,28367,21,4
13040,9,1186,12-08-2024,Battery Replacement,2423,29,4
13041,11,1501,11-01-2025,Wheel Alignment,10395,26,3
13042,3,1317,27-04-2026,Wheel Alignment,34253,15,5
13043,9,4537,09-03-2026,General Service,29500,16,4
13044,10,107,09-06-2024,Engine Repair,5726,3,4
13045,5,3803,21-07-2024,Engine Repair,32733,18,1
13046,3,473,30-01-2024,Wheel Alignment,7962,31,5
13047,6,4650,08-09-2025,Brake Service,25355,35,2
13048,10,290,16-01-2025,Wheel Alignment,7176,37,5
13049,10,1741,18-03-2025,Brake Service,31906,30,3
13050,5,1435,12-11-2023,Oil Change,22781,40,3
13051,7,948,29-03-2024,Wheel Alignment,9977,22,4
13052,9,328,25-10-2024,Engine Repair,38894,40,4
13053,7,2557,20-11-2025,General Service,24697,35,4
13054,5,3305,22-10-2025,Wheel Alignment,23376,19,2
13055,2,3869,09-07-2024,Battery Replacement,42454,32,4
13056,1,1544,16-05-2025,Engine Repair,39077,21,2
13057,12,987,15-05-2024,General Service,24462,37,4
13058,8,3376,02-04-2025,Engine Repair,22084,26,3
13059,9,1050,18-08-2024,General Service,44534,5,4
13060,1,1274,28-10-2023,Engine Repair,6581,2,3
13061,1,575,17-08-2024,Engine Repair,24928,4,5
13062,1,1403,30-09-2025,Engine Repair,3521,21,5
13063,11,167,04-01-2024,Oil Change,19384,33,4
13064,6,1401,08-07-2025,Oil Change,6191,17,1
13065,4,4025,04-02-2025,Engine Repair,19180,23,2
13066,11,3135,20-09-2023,General Service,40337,10,4
13067,3,2721,31-01-2025,Brake Service,27319,28,2
13068,9,1022,09-06-2025,Wheel Alignment,36936,15,3
13069,11,1849,24-05-2025,Battery Replacement,6680,12,3
13070,2,2453,15-03-2025,Battery Replacement,9468,9,1
13071,12,2204,24-05-2023,Brake Service,40978,16,2
13072,1,4845,15-07-2023,Brake Service,4749,9,2
