loan_id,order_id,loan_amount,interest_rate,loan_tenure_months,emi_amount,loan_status,credit_score_band,default_flag
4601,7821,687396,13.18,24,28641.5,Default,Low,0
4602,10072,823334,8.12,60,13722.23,Active,Low,1
4603,8656,616041,14.32,48,12834.19,Closed,Low,1
4604,240,2612041,10.77,60,43534.02,Active,High,1
4605,12781,1021592,7.74,72,14188.78,Active,Low,1
4606,6455,507161,8.69,60,8452.68,Active,High,0
4607,6663,2483474,11.77,60,41391.23,Active,Medium,0
4608,1598,842259,8.57,24,35094.12,Active,Low,1
4609,9665,558058,7.81,36,15501.61,Active,Low,0
4610,11523,679268,12.74,60,11321.13,Active,Medium,1
4611,1902,1342368,12.52,48,27966,Active,High,0
4612,1181,929164,14.35,48,19357.58,Active,Medium,0
4613,13143,569954,9.42,60,9499.23,Active,Medium,1
4614,13205,1421731,14.36,36,39492.53,Active,Medium,0
4615,8574,673123,13.65,60,11218.72,Active,Medium,0
4616,3007,1378106,11.9,72,19140.36,Active,Medium,1
4617,9454,592481,13.48,60,9874.68,Active,Medium,0
4618,2782,2383025,8.3,72,33097.57,Default,Low,0
4619,9559,945583,8.52,36,26266.19,Active,Medium,1
4620,6111,748393,8.59,60,12473.22,Active,Low,0
4621,5734,624649,12.81,24,26027.04,Default,Low,0
4622,9186,1107790,9.29,36,30771.94,Active,Low,0
4623,12385,2391202,13.39,48,49816.71,Active,High,0
4624,8847,704929,14.44,60,11748.82,Active,High,1
4625,2830,1817366,7.93,48,37861.79,Active,High,1
4626,10736,1267400,10.32,60,21123.33,Active,Medium,1
4627,9351,2628076,7.76,72,36501.06,Active,High,0
4628,5278,795983,11.63,60,13266.38,Closed,Medium,1
4629,8255,688153,11.89,48,14336.52,Active,High,1
4630,4220,630101,8.41,72,8751.4,Active,High,1
4631,11443,1195975,11.39,48,24916.15,Active,High,1
4632,12848,747443,9.36,60,12457.38,Active,Medium,0
4633,13794,804136,14.13,60,13402.27,Active,Low,0
4634,5432,2713682,12.89,72,37690.03,Default,Low,0
4635,3414,801481,10.96,36,22263.36,Active,High,1
4636,11706,586222,8.14,48,12212.96,Active,High,0
4637,907,1302600,10.71,36,36183.33,Active,Low,1
4638,7761,817000,9.67,72,11347.22,Closed,High,1
4639,3694,1157245,9.21,36,32145.69,Active,High,1
4640,13926,1049667,11.64,48,21868.06,Default,Medium,0
4641,3119,2331967,9.91,72,32388.43,Active,Low,1
4642,12506,1937009,9.66,36,53805.81,Closed,Medium,1
4643,10566,562888,11.54,60,9381.47,Active,High,0
4644,13337,1298438,11.2,24,54101.58,Closed,Low,1
4645,8622,2039280,12.93,24,84970,Active,Low,0
4646,11403,2232829,7.86,60,37213.82,Active,Medium,0
4647,7707,1043563,8.73,60,17392.72,Active,High,1
4648,7018,1334573,10.09,36,37071.47,Active,High,0
4649,9306,538408,7.85,24,22433.67,Active,Medium,0
4650,296,2360214,8.52,72,32780.75,Closed,Low,1
4651,13870,669077,7.53,36,18585.47,Active,Medium,0
4652,1786,2225005,10.37,48,46354.27,Closed,Low,0
4653,4383,615695,8.52,72,8551.32,Closed,Low,0
4654,6508,959666,10.36,72,13328.69,Closed,Low,1
4655,10506,763955,7.72,48,15915.73,Active,High,1
4656,1285,692910,9.16,24,28871.25,Active,High,1
4657,7785,617685,7.86,72,8578.96,Active,Medium,0
4658,11200,2727751,9.65,72,37885.43,Active,Low,0
4659,12673,2593769,12.53,72,36024.57,Active,Low,0
4660,4455,2106395,12.79,24,87766.46,Closed,Medium,0
4661,14519,1147098,10.05,36,31863.83,Active,Low,0
4662,550,1495284,13.72,72,20767.83,Active,Low,0
4663,5341,1324274,9.36,24,55178.08,Default,Medium,0
4664,12544,936938,7.82,36,26026.06,Default,High,1
4665,3575,652993,11.09,48,13604.02,Active,High,0
4666,12536,1049245,10.39,72,14572.85,Active,Medium,0
4667,4353,894085,10.4,36,24835.69,Closed,Low,1
4668,6832,2246580,8.67,48,46803.75,Active,High,0
4669,2649,1299662,11,48,27076.29,Closed,Low,0
4670,2587,1155671,10.77,60,19261.18,Active,Medium,1
4671,5863,1148970,13.94,36,31915.83,Active,High,1
4672,3161,872762,10.2,72,12121.69,Default,Medium,1
4673,7153,1168351,13.26,48,24340.65,Active,Medium,0
4674,3183,1053179,10.11,60,17552.98,Active,High,1
4675,3481,1018277,14,72,14142.74,Active,High,1
4676,2378,755673,12.06,72,10495.46,Active,Medium,0
4677,11109,750821,13.69,48,15642.1,Default,Medium,1
4678,12054,994286,8.33,24,41428.58,Active,Low,1
4679,14191,1317938,9.37,36,36609.39,Closed,High,0
4680,8206,1133380,8.75,72,15741.39,Default,High,1
4681,7699,1289609,13.29,60,21493.48,Active,Low,0
4682,10010,1802144,7.51,48,37544.67,Closed,Medium,0
4683,12397,879526,10.76,72,12215.64,Active,Low,0
4684,5689,1891390,8.91,72,26269.31,Active,High,1
4685,14477,1078337,11.22,60,17972.28,Active,Low,0
4686,13597,1113004,8.72,60,18550.07,Active,Medium,0
4687,11114,1276298,13,36,35452.72,Active,Low,1
4688,8481,2301426,8.68,24,95892.75,Active,High,1
4689,13496,1026570,9.53,36,28515.83,Closed,High,1
4690,8160,1507195,11.02,60,25119.92,Active,Low,0
4691,10118,1821326,10.55,60,30355.43,Active,Medium,0
4692,8026,952884,10.8,60,15881.4,Active,High,0
4693,13040,561833,11.25,24,23409.71,Closed,Medium,1
4694,13816,1458242,10.19,72,20253.36,Active,High,0
4695,12213,529759,8.01,48,11036.65,Active,High,0
4696,1614,848672,7.63,24,35361.33,Closed,Medium,1
4697,9998,2576671,8.68,48,53680.65,Closed,Low,0
4698,8154,1423756,9.39,36,39548.78,Default,Medium,1
4699,7937,1356610,11.11,36,37683.61,Active,Medium,1
4700,8448,854251,12.29,72,11864.6,Closed,Low,1
4701,2016,1147631,13.01,60,19127.18,Active,High,0
4702,9506,1159191,14.42,48,24149.81,Active,Low,1
4703,14711,1351169,13.06,60,22519.48,Active,Low,1
4704,7845,1074133,9.66,24,44755.54,Closed,Medium,0
4705,6443,464567,11.93,60,7742.78,Active,Low,1
4706,2982,1772211,9.5,36,49228.08,Active,Low,0
4707,7607,939459,10.99,60,15657.65,Closed,Low,0
4708,10798,1084444,11.28,48,22592.58,Active,Medium,0
4709,13098,728858,8.86,36,20246.06,Active,Medium,0
4710,244,1396194,7.93,60,23269.9,Active,High,0
4711,5033,2352607,14.49,60,39210.12,Default,Low,0
4712,107,688659,11.81,24,28694.12,Active,High,0
4713,8710,1224868,7.76,36,34024.11,Closed,High,1
4714,6735,1190780,10.51,24,49615.83,Active,Low,0
4715,13258,660652,13.43,36,18351.44,Closed,Medium,0
4716,13759,1655238,9.47,36,45978.83,Active,High,1
4717,13303,532923,7.97,48,11102.56,Active,High,0
4718,9212,1369270,7.71,48,28526.46,Active,Medium,0
4719,12688,1124653,11.95,36,31240.36,Active,High,1
4720,9882,961539,13.02,60,16025.65,Active,High,1
4721,4606,819672,14.3,24,34153,Active,Medium,0
4722,8425,1147210,10.76,72,15933.47,Closed,Low,1
4723,11508,987951,9.26,72,13721.54,Active,High,0
4724,5287,1752427,9.22,48,36508.9,Active,High,1
4725,3961,807669,12.82,36,22435.25,Closed,Low,1
4726,3874,1519823,13.58,72,21108.65,Active,Medium,1
4727,7855,1120055,14.37,48,23334.48,Active,Low,1
4728,13605,2458698,11.48,24,102445.75,Active,High,0
4729,12757,729716,11.36,24,30404.83,Default,Medium,0
4730,8247,1214515,10.39,72,16868.26,Closed,Low,0
4731,8853,754913,10.69,24,31454.71,Active,High,0
4732,13603,1144537,13.49,60,19075.62,Active,High,1
4733,11278,2357965,11.19,24,98248.54,Active,Medium,1
4734,7513,2463164,8.94,60,41052.73,Active,Low,0
4735,13752,1239869,13.16,60,20664.48,Active,Low,1
4736,30,1079390,11.77,24,44974.58,Closed,Low,0
4737,2802,1305402,8.47,72,18130.58,Active,Low,0
4738,6876,2081799,9.12,24,86741.62,Default,Low,1
4739,8117,719252,12.2,24,29968.83,Closed,High,0
4740,2923,2379220,10.01,48,49567.08,Default,Low,1
4741,4665,1332574,8.22,72,18507.97,Active,Medium,0
4742,12854,684601,12.49,24,28525.04,Closed,High,1
4743,8041,534581,12.98,60,8909.68,Active,Medium,1
4744,14302,515557,9.15,72,7160.51,Active,Medium,0
4745,1246,1506321,10,48,31381.69,Active,Low,0
4746,7137,634307,8.53,72,8809.82,Active,High,1
4747,4054,2738918,9.77,60,45648.63,Active,High,1
4748,12984,845351,7.67,60,14089.18,Active,Medium,1
4749,4413,956665,10.72,24,39861.04,Closed,High,1
4750,109,820991,11.68,72,11402.65,Active,High,0
4751,11956,2150390,13.09,24,89599.58,Closed,Medium,0
4752,6302,1362300,11.49,60,22705,Active,Medium,0
4753,9277,1210688,7.89,36,33630.22,Active,Medium,0
4754,11233,673320,14.06,24,28055,Active,Medium,0
4755,10779,2067331,7.5,48,43069.4,Active,High,1
4756,13554,1080384,8.94,72,15005.33,Active,High,1
4757,8674,1521341,8.43,48,31694.6,Default,High,1
4758,4395,1250800,8.11,48,26058.33,Closed,Low,0
4759,12956,1847746,13.22,24,76989.42,Closed,High,0
4760,12697,856715,12.73,36,23797.64,Active,Low,1
4761,11786,2063357,10.29,72,28657.74,Closed,Medium,0
4762,10064,1164399,8.61,36,32344.42,Active,Low,0
4763,4349,2039510,8.21,48,42489.79,Default,Medium,0
4764,11219,745950,8.33,48,15540.62,Active,Medium,0
4765,14209,1777006,7.9,48,37020.96,Active,Low,0
4766,7477,1066838,13.17,48,22225.79,Active,High,1
4767,7255,1072278,10.16,48,22339.12,Active,Low,1
4768,7841,1004197,13.45,48,20920.77,Active,Medium,0
4769,5002,922787,12.31,60,15379.78,Active,High,0
4770,5611,1956617,11.31,60,32610.28,Active,Medium,1
4771,6368,594168,14.22,60,9902.8,Active,High,0
4772,974,1248021,14.48,48,26000.44,Closed,High,1
4773,5000,2362610,10.86,24,98442.08,Active,Low,1
4774,4300,794293,7.92,72,11031.85,Closed,High,1
4775,5020,471821,9.26,36,13106.14,Closed,High,0
4776,3654,1172923,13.76,36,32581.19,Active,Medium,0
4777,12227,2163257,13.53,48,45067.85,Active,Low,0
4778,10243,980517,10.61,24,40854.88,Active,Low,0
4779,3089,1415171,8.67,48,29482.73,Active,Medium,1
4780,5457,719013,12,48,14979.44,Active,Medium,1
4781,5663,2340118,9.81,72,32501.64,Active,Low,0
4782,8702,1718705,14.13,36,47741.81,Active,Low,1
4783,5806,593066,9.93,60,9884.43,Active,Medium,1
4784,14082,1427774,7.6,72,19830.19,Active,Medium,1
4785,11,921457,10.62,72,12798.01,Active,Low,1
4786,2648,966657,14.15,48,20138.69,Active,High,1
4787,11784,867830,9.57,48,18079.79,Active,High,0
4788,1427,1048610,10.26,36,29128.06,Closed,Low,1
4789,12100,1923552,11.34,24,80148,Active,Medium,1
4790,3266,650525,10.81,36,18070.14,Active,High,0
4791,11763,1099952,9.51,72,15277.11,Closed,Medium,0
4792,11941,2647319,11.44,72,36768.32,Active,Low,1
4793,12957,1010905,8.6,24,42121.04,Active,Low,0
4794,13238,982668,8.08,72,13648.17,Active,Low,0
4795,1216,772973,12.94,48,16103.6,Active,High,1
4796,11741,477253,11.9,48,9942.77,Closed,Medium,1
4797,13891,845650,14.41,24,35235.42,Default,High,0
4798,13586,760545,9.96,24,31689.38,Active,High,0
4799,9491,604395,10.61,72,8394.38,Active,Medium,1
4800,6703,1232237,10.28,72,17114.4,Default,Low,0
4801,324,1133029,11.76,24,47209.54,Active,High,0
4802,1345,2555597,12.32,60,42593.28,Active,Low,1
4803,4458,968120,11.96,72,13446.11,Closed,High,1
4804,11904,1666462,12.79,60,27774.37,Active,Low,0
4805,910,1803218,8.42,60,30053.63,Active,Low,1
4806,10142,1548098,13.36,24,64504.08,Active,Low,1
4807,3400,911716,7.62,24,37988.17,Active,Low,0
4808,497,1730239,10.26,36,48062.19,Active,Low,0
4809,9350,2038097,9.24,24,84920.71,Closed,Low,1
4810,13009,739775,13.2,48,15411.98,Default,Medium,1
4811,10286,830762,7.97,24,34615.08,Closed,High,0
4812,5313,836445,8.13,24,34851.88,Active,Medium,1
4813,12805,1888515,12.92,36,52458.75,Closed,Medium,1
4814,3471,1820057,14.21,36,50557.14,Closed,Medium,0
4815,14056,1340754,14,72,18621.58,Default,High,0
4816,6849,809925,8.08,36,22497.92,Active,Low,1
4817,4366,812699,12.37,60,13544.98,Active,Low,1
4818,10357,776430,14.28,24,32351.25,Default,Medium,1
4819,1196,1707707,8.31,48,35577.23,Active,Medium,0
4820,12083,2035108,9.16,60,33918.47,Active,High,1
4821,1424,1121879,9.9,24,46744.96,Active,Medium,0
4822,5478,1440766,13.1,36,40021.28,Active,High,0
4823,257,1299912,11.64,72,18054.33,Default,Medium,0
4824,12634,986698,13.3,48,20556.21,Active,Medium,1
4825,13281,716802,7.73,36,19911.17,Closed,Medium,1
4826,289,1426294,8.41,24,59428.92,Active,Medium,1
4827,8413,520854,14.24,36,14468.17,Active,Low,1
4828,14470,1040722,8.59,48,21681.71,Active,High,0
4829,8920,2603116,9.45,48,54231.58,Closed,Low,1
4830,10090,950000,9.16,24,39583.33,Closed,High,1
4831,12945,1251949,12.29,24,52164.54,Closed,Low,0
4832,4485,2043884,11.9,60,34064.73,Active,Medium,1
4833,14292,1266856,7.78,48,26392.83,Default,Medium,1
4834,7516,748491,11.82,24,31187.12,Active,Medium,0
4835,7071,471504,13.88,48,9823,Active,High,1
4836,1233,976530,9.32,72,13562.92,Closed,Low,1
4837,9367,830117,10.65,72,11529.4,Closed,High,1
4838,5554,1009591,10.37,24,42066.29,Closed,High,0
4839,2676,734821,12.45,72,10205.85,Active,High,1
4840,1113,1267387,10.33,48,26403.9,Active,Low,0
4841,4920,626975,13.69,60,10449.58,Active,Low,1
4842,12492,1805784,7.69,24,75241,Active,Medium,1
4843,268,1072176,10.49,72,14891.33,Active,Medium,0
4844,10740,1428257,11.91,24,59510.71,Active,High,1
4845,6498,707529,9.93,36,19653.58,Active,Low,0
4846,5319,1027737,7.87,72,14274.12,Closed,Medium,1
4847,12165,1384599,9.46,72,19230.54,Default,Medium,0
4848,7673,846975,10.23,24,35290.62,Active,High,0
4849,3049,2249114,13.58,48,46856.54,Active,Medium,1
4850,6168,586019,9.45,48,12208.73,Active,High,1
4851,8118,547854,14.06,48,11413.62,Closed,High,0
4852,1380,606316,11.61,72,8421.06,Active,Medium,0
4853,11826,1057984,12.86,60,17633.07,Active,High,1
4854,11521,1006432,13.66,72,13978.22,Active,Low,0
4855,9607,1070831,13.54,48,22308.98,Active,Medium,1
4856,4760,934189,8.6,72,12974.85,Closed,Medium,0
4857,9575,899644,14.43,36,24990.11,Active,High,0
4858,5503,1090816,9.16,24,45450.67,Active,High,0
4859,13921,1145192,14.17,60,19086.53,Active,High,0
4860,3791,1203728,11.3,36,33436.89,Active,Medium,0
4861,621,1147209,9.99,60,19120.15,Active,High,0
4862,653,1041894,8.23,72,14470.75,Active,Medium,0
4863,5724,766572,9.45,24,31940.5,Active,High,0
4864,12775,2532562,11.17,36,70348.94,Active,High,1
4865,3474,918560,11.53,36,25515.56,Active,Medium,0
4866,12337,1616052,9.34,24,67335.5,Active,High,1
4867,5029,1436190,13.55,36,39894.17,Active,Low,1
4868,6837,1931991,12.08,48,40249.81,Default,High,0
4869,6272,915141,9.46,48,19065.44,Closed,Low,1
4870,11751,713596,13.15,48,14866.58,Active,Low,0
4871,2517,1958445,7.96,24,81601.88,Active,High,1
4872,12020,899935,12.89,24,37497.29,Closed,High,1
4873,11482,1480368,8.79,72,20560.67,Active,Low,0
4874,7077,1094278,14.48,72,15198.31,Active,Low,1
4875,13304,1657338,12.79,24,69055.75,Active,Medium,1
4876,8224,726047,9.4,60,12100.78,Active,High,1
4877,10792,771008,9.78,36,21416.89,Active,Medium,1
4878,14570,568994,10.06,36,15805.39,Active,Medium,0
4879,3604,1232015,13.03,24,51333.96,Default,Low,1
4880,11744,1974261,7.98,36,54840.58,Closed,Low,1
4881,14254,1018693,10.07,36,28297.03,Closed,Medium,1
4882,5459,1318153,9.24,60,21969.22,Closed,Low,1
4883,11977,681944,7.89,60,11365.73,Closed,High,1
4884,1507,949268,8.58,60,15821.13,Default,High,0
4885,8337,1635221,12.02,48,34067.1,Active,Low,1
4886,12997,894868,9.17,48,18643.08,Active,High,1
4887,14725,835997,12.61,36,23222.14,Active,Medium,0
4888,10927,764102,10.46,72,10612.53,Active,Medium,1
4889,12377,1043673,10.42,24,43486.38,Closed,Medium,1
4890,14159,1292152,8.37,48,26919.83,Active,High,1
4891,14629,1614706,14.06,24,67279.42,Active,Low,1
4892,4891,953021,8.86,24,39709.21,Active,Medium,0
4893,731,2423285,10.43,72,33656.74,Closed,Medium,1
4894,7022,2027973,13.29,72,28166.29,Active,High,0
4895,13492,1118887,12.41,36,31080.19,Active,Low,1
4896,8471,1994319,7.88,72,27698.88,Closed,Low,1
4897,8535,1261181,7.53,36,35032.81,Closed,Medium,1
4898,1746,638892,12.59,48,13310.25,Active,Low,1
4899,3854,605613,10.08,24,25233.88,Active,High,1
4900,12410,2431566,10.45,36,67543.5,Active,High,0
4901,14638,1975228,13.98,24,82301.17,Active,Medium,0
4902,2710,680194,11.2,24,28341.42,Active,Low,0
4903,9762,1232511,13.63,24,51354.62,Default,High,1
4904,3389,1518943,12.49,48,31644.65,Active,High,1
4905,14688,1034650,12.87,48,21555.21,Active,Low,1
4906,12108,2082385,9.06,24,86766.04,Active,Low,1
4907,14721,614777,13.94,24,25615.71,Active,Low,1
4908,5641,532900,9.07,36,14802.78,Active,Medium,0
4909,8315,1274078,7.98,60,21234.63,Active,High,1
4910,3127,523529,12.99,72,7271.24,Active,Low,1
4911,1157,1139842,12.08,24,47493.42,Closed,Low,1
4912,9826,1143692,7.61,60,19061.53,Active,High,0
4913,33,933740,10.41,48,19452.92,Active,Low,1
4914,10123,1909951,12.92,60,31832.52,Active,Low,0
4915,11631,2670400,7.73,36,74177.78,Active,Low,1
4916,1337,950474,14.17,36,26402.06,Closed,High,1
4917,13535,496872,13.61,60,8281.2,Active,Medium,0
4918,10800,736632,12.91,60,12277.2,Active,Medium,0
4919,12843,1312219,11.14,24,54675.79,Active,High,0
4920,8825,1368343,9.29,60,22805.72,Active,Low,0
4921,1611,1327951,13.23,60,22132.52,Active,Low,0
4922,940,1287124,12.37,60,21452.07,Active,High,1
4923,5382,1159066,9.41,60,19317.77,Active,Medium,1
4924,4024,808604,11.02,24,33691.83,Default,High,0
4925,6244,2153524,11.76,48,44865.08,Active,Medium,1
4926,13220,685754,8.64,24,28573.08,Active,Medium,0
4927,11033,1941953,9.14,60,32365.88,Active,Low,1
4928,746,1039287,13.19,48,21651.81,Closed,Medium,1
4929,4084,745186,14.37,36,20699.61,Closed,Low,1
4930,9641,2502908,12.5,60,41715.13,Active,Low,1
4931,2878,1942189,10.93,36,53949.69,Active,High,1
4932,4964,532445,12.12,36,14790.14,Active,High,1
4933,4702,1354004,9.11,24,56416.83,Active,Low,0
4934,1742,1746584,12.08,48,36387.17,Active,High,1
4935,9272,2004795,7.72,48,41766.56,Active,Medium,1
4936,2652,847641,10.99,60,14127.35,Active,Medium,1
4937,5666,1891858,9.65,48,39413.71,Active,Medium,0
4938,3003,1431842,10.04,60,23864.03,Active,Low,1
4939,1822,878424,9.9,24,36601,Default,High,0
4940,13384,555759,11.05,60,9262.65,Active,Low,1
4941,1331,1667023,14.23,72,23153.1,Active,Low,0
4942,14884,1047731,11.16,48,21827.73,Default,Medium,0
4943,958,1070357,8.62,72,14866.07,Closed,High,1
4944,2111,636057,11.17,72,8834.12,Active,Medium,0
4945,5400,924810,14.25,48,19266.88,Default,High,0
4946,4692,574207,12.77,36,15950.19,Active,Low,0
4947,1661,1169612,14.09,72,16244.61,Active,Medium,0
4948,13803,1796268,13.87,48,37422.25,Closed,Low,1
4949,5107,1288608,8.59,24,53692,Closed,High,0
4950,13354,942942,13.37,24,39289.25,Active,High,0
4951,656,1260533,13.14,48,26261.1,Active,High,1
4952,12045,573494,14.37,72,7965.19,Active,High,0
4953,14845,1699711,8.53,24,70821.29,Active,High,1
4954,13986,1768030,10.35,36,49111.94,Active,High,0
4955,7975,827446,13.49,36,22984.61,Active,High,0
4956,8613,953499,11.21,48,19864.56,Active,Medium,1
4957,6884,1128384,8.27,60,18806.4,Active,High,1
4958,2200,758810,10.58,24,31617.08,Active,Medium,1
4959,2961,863771,10.85,36,23993.64,Active,Medium,1
4960,4641,744829,8.93,72,10344.85,Active,High,0
4961,9165,561830,13.08,72,7803.19,Default,Low,1
4962,13041,977385,9.18,48,20362.19,Active,High,0
4963,11424,1146777,14.49,72,15927.46,Active,High,1
4964,5869,526985,14.05,72,7319.24,Default,High,1
4965,11550,916740,11.66,48,19098.75,Active,High,1
4966,1406,2334270,11.81,60,38904.5,Active,Low,0
4967,10704,782966,10.22,60,13049.43,Active,High,1
4968,2626,1263826,10.31,60,21063.77,Active,Medium,1
4969,9133,639814,10.27,36,17772.61,Closed,Low,1
4970,5207,861099,13.79,60,14351.65,Active,High,0
4971,6085,1495083,10.7,60,24918.05,Active,Medium,1
4972,4973,1934968,14.09,24,80623.67,Closed,High,0
4973,3149,678071,9.38,24,28252.96,Active,Medium,0
4974,8945,1033044,10.42,48,21521.75,Active,High,0
4975,2874,1114706,9.71,72,15482.03,Active,High,1
4976,3917,860507,8.97,72,11951.49,Active,High,1
4977,5268,1086675,14.5,48,22639.06,Active,Low,1
4978,6401,2343657,10.91,36,65101.58,Active,High,1
4979,6562,1291173,8.18,72,17932.96,Active,Low,1
4980,8022,2008019,9.56,36,55778.31,Active,Medium,1
4981,77,750905,12.96,36,20858.47,Active,High,0
4982,11369,491027,7.76,72,6819.82,Active,Medium,1
4983,9016,2531621,14.33,36,70322.81,Active,Medium,0
4984,13934,1035559,14.36,48,21574.15,Closed,Medium,0
4985,4948,580287,12.7,36,16119.08,Active,Medium,0
4986,7823,675456,11.28,24,28144,Active,Low,0
4987,2261,1249551,12.64,60,20825.85,Active,High,0
4988,1776,1092592,13.67,24,45524.67,Closed,Low,0
4989,5118,2304932,7.69,24,96038.83,Closed,Low,1
4990,7249,2132859,12.96,60,35547.65,Closed,Low,1
4991,94,919263,11.18,36,25535.08,Active,Medium,0
4992,13276,591586,11.33,48,12324.71,Active,High,0
4993,4008,680950,8.04,60,11349.17,Active,Medium,0
4994,7408,1201261,11.62,72,16684.18,Active,Medium,0
4995,10905,966837,14.25,24,40284.88,Active,Medium,0
4996,6530,1466298,9.82,60,24438.3,Active,Low,0
4997,4811,854002,12.95,72,11861.14,Active,Low,0
4998,3182,1811887,9.29,72,25165.1,Active,Low,0
4999,14391,777402,9.68,48,16195.88,Active,Low,1
5000,1077,1202220,8.05,72,16697.5,Active,Medium,1
5001,2339,1300055,11.97,72,18056.32,Active,Low,1
5002,5800,1272775,11.22,36,35354.86,Closed,Low,1
5003,1886,2217343,10.63,48,46194.65,Active,High,0
5004,5913,1154218,9.89,60,19236.97,Active,High,0
5005,9876,981168,9.16,48,20441,Default,High,1
5006,4324,797058,12.89,60,13284.3,Active,Medium,0
5007,4950,673165,12.68,36,18699.03,Active,Medium,1
5008,5860,1372765,10.03,60,22879.42,Active,High,0
5009,10001,1993005,11.55,72,27680.62,Active,High,0
5010,6904,1444632,11.48,48,30096.5,Active,High,0
5011,2760,2399591,12.52,60,39993.18,Active,Medium,0
5012,14935,1218016,10.11,24,50750.67,Active,Low,1
5013,7886,781513,12,36,21708.69,Closed,Medium,1
5014,4031,2413675,12.04,48,50284.9,Closed,High,1
5015,3353,1792974,9.47,60,29882.9,Closed,Medium,1
5016,1438,1638631,9.28,24,68276.29,Closed,Medium,0
5017,1234,1639761,10.62,72,22774.46,Active,Low,0
5018,8352,958427,13.59,24,39934.46,Closed,High,1
5019,4282,2112269,7.68,48,44005.6,Active,Low,0
5020,5067,1663953,10.04,24,69331.38,Active,Low,0
5021,6729,1084597,9.66,72,15063.85,Active,Medium,1
5022,3103,839442,12.25,72,11658.92,Closed,Low,0
5023,2466,1946315,11.71,36,54064.31,Active,High,1
5024,7769,479233,13.65,60,7987.22,Closed,High,1
5025,6930,2317077,9.73,36,64363.25,Closed,Low,0
5026,450,770616,8.94,24,32109,Active,Low,1
5027,5240,574030,7.73,24,23917.92,Active,Medium,0
5028,12939,1424100,10,36,39558.33,Active,Medium,0
5029,3622,1883071,14.44,48,39230.65,Active,Low,1
5030,2318,637873,7.68,24,26578.04,Active,High,0
5031,6072,1134453,9.78,72,15756.29,Active,High,1
5032,2186,1090061,9.72,36,30279.47,Closed,Medium,1
5033,4478,1210022,10.51,36,33611.72,Active,Medium,0
5034,1891,969019,9.96,36,26917.19,Active,Low,1
5035,1156,878093,9.6,72,12195.74,Closed,Medium,0
5036,6062,2194665,11.12,60,36577.75,Active,High,0
5037,7954,1268393,8,24,52849.71,Active,Medium,0
5038,13530,1979625,13.84,72,27494.79,Active,Medium,1
5039,1729,986561,7.94,60,16442.68,Active,High,1
5040,5152,696251,10.03,36,19340.31,Closed,High,0
5041,13243,676383,10.62,48,14091.31,Default,Low,1
5042,7686,2527085,7.52,36,70196.81,Active,High,0
5043,10858,2680655,11.63,72,37231.32,Active,High,1
5044,11240,2021085,11.04,60,33684.75,Default,Low,0
5045,10482,1703590,10.25,72,23660.97,Active,High,0
5046,4393,589651,11.52,24,24568.79,Active,Low,0
5047,8496,1561771,13.59,24,65073.79,Active,Low,0
5048,2504,583200,9.08,36,16200,Active,High,0
5049,9499,1773329,10.44,24,73888.71,Closed,Low,0
5050,2464,828929,11.9,36,23025.81,Active,Medium,0
5051,5716,2399097,10.24,60,39984.95,Active,Low,0
5052,2847,808619,10.21,60,13476.98,Active,Medium,0
5053,9536,726358,7.71,60,12105.97,Default,Low,1
5054,12471,1188719,11.74,48,24764.98,Active,High,1
5055,1613,927003,11.53,24,38625.12,Active,Medium,0
5056,6235,551121,11.1,36,15308.92,Active,Low,0
5057,2192,655102,11.56,48,13647.96,Closed,Medium,0
5058,1730,1672925,7.51,36,46470.14,Closed,Medium,0
5059,13841,1941501,10.4,60,32358.35,Active,Medium,1
5060,11553,1481326,7.87,24,61721.92,Active,Low,0
5061,10428,1033849,11.53,60,17230.82,Active,Medium,1
5062,8177,1027777,12.23,48,21412.02,Closed,Low,0
5063,9624,741140,8.8,72,10293.61,Active,High,0
5064,12604,920637,9.24,48,19179.94,Active,Medium,1
5065,14679,658415,8.18,24,27433.96,Active,Medium,0
5066,13274,2049096,11.85,60,34151.6,Active,Medium,0
5067,13927,1073765,10.21,48,22370.1,Closed,Medium,1
5068,4048,1128195,12.22,24,47008.12,Active,High,0
5069,5688,1056512,12.54,48,22010.67,Default,Medium,0
5070,8297,559818,10.17,60,9330.3,Closed,Low,0
5071,7677,620264,10.62,48,12922.17,Active,High,1
5072,10960,1102258,8.28,24,45927.42,Closed,Low,1
5073,4241,1114129,13.9,24,46422.04,Active,Low,0
5074,6671,889049,10.1,60,14817.48,Active,Medium,1
5075,7307,613475,11.96,60,10224.58,Default,High,0
5076,2756,783460,8.79,72,10881.39,Active,Medium,0
5077,2493,1263621,10.74,48,26325.44,Default,Medium,0
5078,3140,919549,13.58,72,12771.51,Active,High,1
5079,8545,1244560,8.56,60,20742.67,Closed,Medium,1
5080,13234,1870746,11.25,72,25982.58,Active,High,1
5081,13195,959469,9.37,60,15991.15,Active,High,0
5082,3273,1150592,11.77,24,47941.33,Closed,Medium,1
5083,12770,927752,10.13,60,15462.53,Active,Medium,0
5084,8409,1942852,12.48,24,80952.17,Active,High,1
5085,2890,1001548,10.53,48,20865.58,Active,Low,0
5086,11171,1290218,14.22,48,26879.54,Closed,Medium,0
5087,789,1183141,13.51,36,32865.03,Active,Low,1
